rank	freq	highest	term1	term2	norMean	mean	sum	items
0.40	2	13	perifosine	"leishmaniasis"	5.00	5.00	25	5
0.40	2	13	perifosine	"lymphoma, non-hodgkin"	5.00	5.00	25	5
0.40	2	14	adinazolam	"bipolar disorder"	5.00	5.00	20	4
0.40	2	14	adinazolam	"myocardial ischemia"	5.00	5.00	20	4
0.40	2	14	adinazolam	"sleep disorders"	5.00	5.00	20	4
0.40	2	17	mivacurium	"coronary disease"	5.00	5.00	65	13
0.40	2	17	mivacurium	"dyskinesias"	5.00	5.00	65	13
0.40	2	17	mivacurium	"epilepsy"	5.00	5.00	65	13
0.40	2	17	mivacurium	"erythema"	5.00	5.00	65	13
0.40	2	17	mivacurium	"myocardial ischemia"	5.00	5.00	65	13
0.40	2	17	mivacurium	"obesity"	5.00	5.00	65	13
0.40	2	18	stanozolol	"arteriosclerosis"	5.00	5.00	110	22
0.40	2	18	stanozolol	"arthritis, rheumatoid"	5.00	5.00	110	22
0.40	2	18	stanozolol	"back pain"	5.00	5.00	110	22
0.40	2	18	stanozolol	"behcet syndrome"	5.00	5.00	110	22
0.40	2	18	stanozolol	"diabetes mellitus, type 1"	5.00	5.00	110	22
0.40	2	18	stanozolol	"hypertension"	5.00	5.00	110	22
0.40	2	18	stanozolol	"menstruation disturbances"	5.00	5.00	110	22
0.40	2	18	stanozolol	"peptic ulcer"	5.00	5.00	110	22
0.40	2	18	stanozolol	"uveitis"	5.00	5.00	110	22
0.40	2	20	cyclobenzaprine	"bipolar disorder"	5.00	5.00	50	10
0.40	2	20	cyclobenzaprine	"dyskinesias"	5.00	5.00	50	10
0.40	2	20	cyclobenzaprine	"epilepsy"	5.00	5.00	50	10
0.40	2	20	cyclobenzaprine	"muscle spasticity"	5.00	5.00	50	10
0.40	22	23779	insulin	"dermatitis, atopic"	54.82	654.27	111880	171
0.40	2	22	letrozole	"alopecia"	5.00	5.00	60	12
0.40	2	22	letrozole	"carcinoma, non-small-cell lung"	5.00	5.00	60	12
0.40	2	22	letrozole	"leukemia"	5.00	5.00	60	12
0.40	2	22	letrozole	"liver cirrhosis"	5.00	5.00	60	12
0.40	2	22	letrozole	"meningitis"	5.00	5.00	60	12
0.40	2	22	letrozole	"menstruation disturbances"	5.00	5.00	60	12
0.40	2	28	flufenamic	"arteriosclerosis"	5.05	5.05	106	21
0.40	2	28	flufenamic	"cardiomyopathies"	5.05	5.05	106	21
0.40	2	28	flufenamic	"cystic fibrosis"	5.05	5.05	106	21
0.40	2	28	flufenamic	"epilepsy"	5.05	5.05	106	21
0.40	2	28	flufenamic	"leukemia"	5.05	5.05	106	21
0.40	2	28	flufenamic	"vomiting"	5.05	5.05	106	21
0.40	2	7	dequalinium	"gingivitis"	5.00	5.00	15	3
0.40	2	7	ketobemidone	"alcoholism"	5.00	5.00	15	3
0.40	2	8	cortivazol	"osteoarthritis"	5.00	5.00	10	2
0.40	2	8	diprophylline	"epilepsy"	5.00	5.00	10	2
0.40	2	8	mangafodipir	"granuloma"	5.00	5.00	15	3
0.40	2	8	meglitinide	"myocardial ischemia"	5.00	5.00	10	2
0.40	2	8	oxiperomide	"parkinson disease"	5.00	5.00	10	2
0.40	2	8	pirmenol	"cardiomyopathies"	5.00	5.00	15	3
0.40	2	8	propentofylline	"epilepsy"	5.00	5.00	30	6
0.40	2	8	propentofylline	"neuralgia, postherpetic"	5.00	5.00	30	6
0.40	2	8	zenarestat	"diabetes mellitus, type 2"	5.00	5.00	10	2
0.40	2	9	doxapram	"pulmonary heart disease"	5.00	5.00	25	5
0.40	2	9	homatropine	"hypertension"	5.00	5.00	25	5
0.40	2	9	homatropine	"uveitis"	5.00	5.00	25	5
0.40	2	9	phenazopyridine	"cystitis, interstitial"	5.00	5.00	25	5
0.40	3	12	deptropine	"dyskinesias"	7.50	7.50	15	2
0.40	3	12	polaprezinc	"liver cirrhosis"	7.50	7.50	15	2
0.40	3	13	hexobendine	"arteriosclerosis"	7.50	7.50	30	4
0.40	3	21	benzethonium	"leishmaniasis"	7.50	7.50	30	4
0.40	3	22	nipradilol	"dyskinesias"	7.50	7.50	90	12
0.40	3	22	nipradilol	"liver cirrhosis"	7.50	7.50	90	12
0.40	3	32	acenocoumarol	"anemia, sickle cell"	7.50	7.50	150	20
0.40	3	32	acenocoumarol	"antiphospholipid syndrome"	7.50	7.50	150	20
0.40	3	32	acenocoumarol	"leg ulcer"	7.50	7.50	150	20
0.40	3	32	acenocoumarol	"lupus erythematosus, systemic"	7.50	7.50	150	20
0.40	3	32	acenocoumarol	"osteoporosis"	7.50	7.50	150	20
0.40	3	38	etoricoxib	"asthma"	7.53	7.53	143	19
0.40	3	38	etoricoxib	"dysmenorrhea"	7.53	7.53	143	19
0.40	3	38	etoricoxib	"erythema"	7.53	7.53	143	19
0.40	3	38	etoricoxib	"menstruation disturbances"	7.53	7.53	143	19
0.40	3	38	etoricoxib	"postoperative nausea and vomiting"	7.53	7.53	143	19
0.40	3	38	etoricoxib	"vomiting"	7.53	7.53	143	19
0.40	3	39	ritanserin	"coronary disease"	7.42	7.42	178	24
0.40	3	39	ritanserin	"liver cirrhosis"	7.42	7.42	178	24
0.40	3	39	ritanserin	"serotonin syndrome"	7.42	7.42	178	24
0.40	3	39	tocainide	"lupus erythematosus, systemic"	7.58	7.58	91	12
0.40	3	39	tocainide	"trigeminal neuralgia"	7.58	7.58	91	12
0.40	3	45	levomepromazine	"sleep disorders"	7.53	7.53	113	15
0.40	3	47	etodolac	"renal insufficiency, chronic"	7.55	7.55	151	20
0.40	3	51	benzylpenicillin	"asthma"	7.43	7.43	156	21
0.40	3	51	benzylpenicillin	"conjunctival diseases"	7.43	7.43	156	21
0.40	3	51	benzylpenicillin	"cystic fibrosis"	7.43	7.43	156	21
0.40	3	51	benzylpenicillin	"dermatitis, atopic"	7.43	7.43	156	21
0.40	3	51	benzylpenicillin	"leukemia"	7.43	7.43	156	21
0.40	3	51	benzylpenicillin	"peptic ulcer"	7.43	7.43	156	21
0.40	3	51	benzylpenicillin	"pericarditis"	7.43	7.43	156	21
0.40	3	56	pirfenidone	"hypertension"	7.46	7.46	97	13
0.40	3	56	pirfenidone	"multiple sclerosis"	7.46	7.46	97	13
0.40	3	56	pirfenidone	"nephritis"	7.46	7.46	97	13
0.40	3	627	nystatin	"conjunctival diseases"	7.45	19.43	855	44
0.40	3	627	nystatin	"diabetes mellitus, type 2"	7.45	19.43	855	44
0.40	3	627	nystatin	"eczema"	7.45	19.43	855	44
0.40	3	627	nystatin	"endocarditis"	7.45	19.43	855	44
0.40	3	627	nystatin	"epilepsy"	7.45	19.43	855	44
0.40	3	627	nystatin	"graft vs host disease"	7.45	19.43	855	44
0.40	3	627	nystatin	"hyperaldosteronism"	7.45	19.43	855	44
0.40	3	627	nystatin	"liver cirrhosis"	7.45	19.43	855	44
0.40	3	627	nystatin	"malaria"	7.45	19.43	855	44
0.40	3	627	nystatin	"meningitis"	7.45	19.43	855	44
0.40	3	627	nystatin	"nephritis"	7.45	19.43	855	44
0.40	3	627	nystatin	"periodontitis"	7.45	19.43	855	44
0.40	3	66	pseudoephedrine	"bipolar disorder"	7.52	7.52	173	23
0.40	3	66	pseudoephedrine	"conjunctival diseases"	7.52	7.52	173	23
0.40	3	66	pseudoephedrine	"enuresis"	7.52	7.52	173	23
0.40	3	66	pseudoephedrine	"sexual dysfunction, physiological"	7.52	7.52	173	23
0.40	3	66	pseudoephedrine	"substance withdrawal syndrome"	7.52	7.52	173	23
0.40	3	66	pseudoephedrine	"urinary incontinence"	7.52	7.52	173	23
0.40	3	71	piperazine	"acquired immunodeficiency syndrome"	7.54	7.54	445	59
0.40	3	71	piperazine	"arteriosclerosis"	7.54	7.54	445	59
0.40	3	71	piperazine	"cachexia"	7.54	7.54	445	59
0.40	3	71	piperazine	"chagas disease"	7.54	7.54	445	59
0.40	3	71	piperazine	"diabetic angiopathies"	7.54	7.54	445	59
0.40	3	71	piperazine	"leishmaniasis"	7.54	7.54	445	59
0.40	3	71	piperazine	"migraine disorders"	7.54	7.54	445	59
0.40	3	71	piperazine	"nephritis"	7.54	7.54	445	59
0.40	3	71	piperazine	"prostatic hyperplasia"	7.54	7.54	445	59
0.40	3	71	piperazine	"sleep disorders"	7.54	7.54	445	59
0.40	3	71	piperazine	"vasculitis"	7.54	7.54	445	59
0.40	3	82	levothyroxine	"alopecia"	7.52	7.52	316	42
0.40	3	82	levothyroxine	"cushing syndrome"	7.52	7.52	316	42
0.40	3	82	levothyroxine	"epilepsy"	7.52	7.52	316	42
0.40	3	82	levothyroxine	"hypercalcemia"	7.52	7.52	316	42
0.40	3	90	cefoxitin	"colitis, ulcerative"	7.50	7.50	225	30
0.40	3	90	cefoxitin	"leg ulcer"	7.50	7.50	225	30
0.40	3	90	cefoxitin	"liver cirrhosis"	7.50	7.50	225	30
0.40	3	90	cefoxitin	"pancreatitis"	7.50	7.50	225	30
0.40	3	90	cefoxitin	"urination disorders"	7.50	7.50	225	30
0.40	3	91	tolazoline	"cystic fibrosis"	7.50	7.50	150	20
0.40	3	91	tolazoline	"epilepsy"	7.50	7.50	150	20
0.40	3	91	tolazoline	"erythema"	7.50	7.50	150	20
0.40	3	91	tolazoline	"migraine disorders"	7.50	7.50	150	20
0.40	3	91	tolazoline	"myocardial ischemia"	7.50	7.50	150	20
0.40	3	957	griseofulvin	"arteriosclerosis"	7.53	31.33	1128	36
0.40	3	957	griseofulvin	"lymphoma, non-hodgkin"	7.53	31.33	1128	36
0.40	4	119	cetuximab	"vomiting"	9.95	10.95	208	19
0.40	4	165	trifluoperazine	"encephalitis"	10.09	11.94	418	35
0.40	4	165	trifluoperazine	"hypertension"	10.09	11.94	418	35
0.40	4	165	trifluoperazine	"sleep disorders"	10.09	11.94	418	35
0.40	4	202	metyrapone	"alcoholism"	9.95	12.70	470	37
0.40	4	202	metyrapone	"diabetes insipidus"	9.95	12.70	470	37
0.40	4	202	metyrapone	"diabetes mellitus, type 2"	9.95	12.70	470	37
0.40	4	202	metyrapone	"glaucoma"	9.95	12.70	470	37
0.40	4	202	metyrapone	"myocardial ischemia"	9.95	12.70	470	37
0.40	4	202	metyrapone	"ocular hypertension"	9.95	12.70	470	37
0.40	4	202	metyrapone	"renal insufficiency, chronic"	9.95	12.70	470	37
0.40	4	202	metyrapone	"sleep disorders"	9.95	12.70	470	37
0.40	4	27	sulodexide	"diabetic neuropathies"	10.07	10.07	141	14
0.40	4	27	sulodexide	"foot ulcer"	10.07	10.07	141	14
0.40	4	27	sulodexide	"vasculitis"	10.07	10.07	141	14
0.40	4	307	etretinate	"conjunctival diseases"	10.05	15.36	599	39
0.40	4	307	etretinate	"dermatitis, atopic"	10.05	15.36	599	39
0.40	4	307	etretinate	"obesity"	10.05	15.36	599	39
0.40	4	307	etretinate	"xerostomia"	10.05	15.36	599	39
0.40	4	317	epoprostenol	"pulmonary fibrosis"	10.05	21.47	408	19
0.40	4	328	hexamethonium	"angina pectoris"	10.11	18.25	511	28
0.40	4	328	hexamethonium	"arteriosclerosis"	10.11	18.25	511	28
0.40	4	328	hexamethonium	"diabetes mellitus, type 2"	10.11	18.25	511	28
0.40	4	328	hexamethonium	"inflammatory bowel diseases"	10.11	18.25	511	28
0.40	4	328	hexamethonium	"obesity"	10.11	18.25	511	28
0.40	4	328	hexamethonium	"urination disorders"	10.11	18.25	511	28
0.40	4	39	iopromide	"pancreatitis"	9.91	9.91	109	11
0.40	4	421	oxcarbazepine	"encephalitis"	9.97	20.67	620	30
0.40	4	421	oxcarbazepine	"migraine disorders"	9.97	20.67	620	30
0.40	4	48	mycophenolic	"coronary disease"	10.03	10.03	311	31
0.40	4	48	mycophenolic	"cystic fibrosis"	10.03	10.03	311	31
0.40	4	48	mycophenolic	"diabetic nephropathies"	10.03	10.03	311	31
0.40	4	48	mycophenolic	"encephalitis"	10.03	10.03	311	31
0.40	4	48	mycophenolic	"myocardial ischemia"	10.03	10.03	311	31
0.40	4	52	tenoxicam	"postoperative nausea and vomiting"	9.93	9.93	149	15
0.40	4	540	thyroglobulin	"adenomatous polyposis coli"	9.97	15.90	1224	77
0.40	4	540	thyroglobulin	"arthritis, juvenile rheumatoid"	9.97	15.90	1224	77
0.40	4	540	thyroglobulin	"intestinal polyposis"	9.97	15.90	1224	77
0.40	4	540	thyroglobulin	"psoriasis"	9.97	15.90	1224	77
0.40	4	59	adefovir	"lymphoma, non-hodgkin"	10.10	10.10	101	10
0.40	4	59	adefovir	"nephritis"	10.10	10.10	101	10
0.40	4	64	isoleucine	"carcinoma, non-small-cell lung"	10.01	10.01	811	81
0.40	4	64	isoleucine	"cystic fibrosis"	10.01	10.01	811	81
0.40	4	64	isoleucine	"cytomegalovirus infections"	10.01	10.01	811	81
0.40	4	64	isoleucine	"diabetic nephropathies"	10.01	10.01	811	81
0.40	4	64	isoleucine	"inflammatory bowel diseases"	10.01	10.01	811	81
0.40	4	64	isoleucine	"lupus erythematosus, systemic"	10.01	10.01	811	81
0.40	4	64	isoleucine	"lymphoma, non-hodgkin"	10.01	10.01	811	81
0.40	4	64	isoleucine	"peptic ulcer"	10.01	10.01	811	81
0.40	4	64	isoleucine	"retinal degeneration"	10.01	10.01	811	81
0.40	4	74	mefenamic	"back pain"	9.90	9.90	297	30
0.40	4	74	mefenamic	"myocardial ischemia"	9.90	9.90	297	30
0.40	4	74	mefenamic	"periodontitis"	9.90	9.90	297	30
0.40	4	74	mefenamic	"premenstrual syndrome"	9.90	9.90	297	30
0.40	4	74	mefenamic	"sleep disorders"	9.90	9.90	297	30
0.40	4	78	sorafenib	"facial dermatoses"	10.03	10.03	301	30
0.40	4	78	sorafenib	"graft vs host disease"	10.03	10.03	301	30
0.40	4	78	sorafenib	"macular degeneration"	10.03	10.03	301	30
0.40	4	78	sorafenib	"pancreatitis"	10.03	10.03	301	30
0.40	4	78	sorafenib	"psoriasis"	10.03	10.03	301	30
0.40	4	78	sorafenib	"retinal degeneration"	10.03	10.03	301	30
0.40	4	834	docetaxel	"hypertension"	10.00	28.35	1134	40
0.40	4	834	docetaxel	"respiratory distress syndrome, adult"	10.00	28.35	1134	40
0.40	4	834	docetaxel	"vasculitis"	10.00	28.35	1134	40
0.40	4	83	megestrol	"eating disorders"	9.88	9.88	257	26
0.40	5	131	daptomycin	"osteoarthritis"	12.57	14.79	207	14
0.40	5	131	rofecoxib	"adenomatous polyposis coli"	12.56	13.15	684	52
0.40	5	131	rofecoxib	"dysmenorrhea"	12.56	13.15	684	52
0.40	5	131	rofecoxib	"hyperaldosteronism"	12.56	13.15	684	52
0.40	5	131	rofecoxib	"intestinal polyposis"	12.56	13.15	684	52
0.40	5	131	rofecoxib	"menstruation disturbances"	12.56	13.15	684	52
0.40	5	188	nebivolol	"asthma"	12.42	16.08	386	24
0.40	5	195	octreotide	"amenorrhea"	12.56	13.99	1147	82
0.40	5	195	octreotide	"celiac disease"	12.56	13.99	1147	82
0.40	5	195	octreotide	"diabetic neuropathies"	12.56	13.99	1147	82
0.40	5	195	octreotide	"myasthenia gravis"	12.56	13.99	1147	82
0.40	5	195	octreotide	"mycoses"	12.56	13.99	1147	82
0.40	5	195	octreotide	"respiratory distress syndrome, adult"	12.56	13.99	1147	82
0.40	5	240	pergolide	"sexual dysfunction, physiological"	12.65	18.04	469	26
0.40	5	240	pergolide	"sexual dysfunctions, psychological"	12.65	18.04	469	26
0.40	5	240	pergolide	"tauopathies"	12.65	18.04	469	26
0.40	5	246	thiamine	"asthma"	12.55	14.55	1062	73
0.40	5	246	thiamine	"autistic disorder"	12.55	14.55	1062	73
0.40	5	246	thiamine	"crohn disease"	12.55	14.55	1062	73
0.40	5	246	thiamine	"motor neuron disease"	12.55	14.55	1062	73
0.40	5	246	thiamine	"parkinson disease"	12.55	14.55	1062	73
0.40	5	246	thiamine	"retinal degeneration"	12.55	14.55	1062	73
0.40	5	255	troglitazone	"pancreatitis"	12.66	17.50	560	32
0.40	5	257	minocycline	"acquired immunodeficiency syndrome"	12.35	15.39	1554	101
0.40	5	257	minocycline	"arteriosclerosis"	12.35	15.39	1554	101
0.40	5	257	minocycline	"blepharitis"	12.35	15.39	1554	101
0.40	5	257	minocycline	"diabetic neuropathies"	12.35	15.39	1554	101
0.40	5	257	minocycline	"gastritis"	12.35	15.39	1554	101
0.40	5	257	minocycline	"inflammatory bowel diseases"	12.35	15.39	1554	101
0.40	5	257	minocycline	"leg ulcer"	12.35	15.39	1554	101
0.40	5	257	minocycline	"lymphoma, non-hodgkin"	12.35	15.39	1554	101
0.40	5	257	minocycline	"macular degeneration"	12.35	15.39	1554	101
0.40	5	257	minocycline	"osteoporosis"	12.35	15.39	1554	101
0.40	5	257	minocycline	"pancreatitis"	12.35	15.39	1554	101
0.40	5	257	minocycline	"pericarditis"	12.35	15.39	1554	101
0.40	5	257	minocycline	"prostatic hyperplasia"	12.35	15.39	1554	101
0.40	5	257	minocycline	"psoriasis"	12.35	15.39	1554	101
0.40	5	3002	itraconazole	"addison disease"	12.41	50.40	3931	78
0.40	5	3002	itraconazole	"alopecia"	12.41	50.40	3931	78
0.40	5	3002	itraconazole	"conjunctival diseases"	12.41	50.40	3931	78
0.40	5	3002	itraconazole	"pulmonary fibrosis"	12.41	50.40	3931	78
0.40	5	3002	itraconazole	"schizophrenia"	12.41	50.40	3931	78
0.40	5	334	ketotifen	"colitis, ulcerative"	12.52	21.88	547	25
0.40	5	334	ketotifen	"dyskinesias"	12.52	21.88	547	25
0.40	5	377	cefotaxime	"anemia, sickle cell"	12.62	19.21	807	42
0.40	5	377	cefotaxime	"diabetic angiopathies"	12.62	19.21	807	42
0.40	5	377	cefotaxime	"urination disorders"	12.62	19.21	807	42
0.40	5	465	aprotinin	"vasculitis"	12.39	19.75	1106	56
0.40	5	51	bopindolol	"angina pectoris"	12.50	12.50	75	6
0.40	5	71	carbenicillin	"epilepsy"	12.57	12.57	289	23
0.40	5	76	fexofenadine	"sleep disorders"	12.36	12.36	136	11
0.40	6	102	eplerenone	"diabetes mellitus, type 2"	14.90	15.00	315	21
0.40	6	102	eplerenone	"metabolic syndrome x"	14.90	15.00	315	21
0.40	6	133	pimozide	"autistic disorder"	14.87	15.94	494	31
0.40	6	133	pimozide	"peptic ulcer"	14.87	15.94	494	31
0.40	6	133	pimozide	"trigeminal neuralgia"	14.87	15.94	494	31
0.40	6	147	fosinopril	"coronary disease"	14.94	17.71	301	17
0.40	6	159	filgrastim	"inflammatory bowel diseases"	14.94	17.21	585	34
0.40	6	159	filgrastim	"myocardial ischemia"	14.94	17.21	585	34
0.40	6	194	erythromycin	"crohn disease"	15.18	17.15	1749	102
0.40	6	194	erythromycin	"eating disorders"	15.18	17.15	1749	102
0.40	6	194	erythromycin	"lupus erythematosus, systemic"	15.18	17.15	1749	102
0.40	6	194	erythromycin	"myositis"	15.18	17.15	1749	102
0.40	6	194	erythromycin	"schizophrenia"	15.18	17.15	1749	102
0.40	6	228	bupivacaine	"muscle spasticity"	14.84	17.95	1472	82
0.40	6	228	bupivacaine	"substance withdrawal syndrome"	14.84	17.95	1472	82
0.40	6	228	flumazenil	"arteriosclerosis"	14.92	20.65	537	26
0.40	6	228	flumazenil	"parkinson disease"	14.92	20.65	537	26
0.40	6	237	lorazepam	"alzheimer disease"	15.12	18.84	1055	56
0.40	6	237	lorazepam	"coronary disease"	15.12	18.84	1055	56
0.40	6	237	lorazepam	"encephalitis"	15.12	18.84	1055	56
0.40	6	237	lorazepam	"liver cirrhosis"	15.12	18.84	1055	56
0.40	6	237	lorazepam	"migraine disorders"	15.12	18.84	1055	56
0.40	6	237	lorazepam	"renal insufficiency, chronic"	15.12	18.84	1055	56
0.40	6	237	lorazepam	"tauopathies"	15.12	18.84	1055	56
0.40	6	249	histidine	"depressive disorder"	14.89	16.42	1872	114
0.40	6	249	histidine	"diabetes insipidus"	14.89	16.42	1872	114
0.40	6	249	histidine	"leishmaniasis"	14.89	16.42	1872	114
0.40	6	249	histidine	"myositis"	14.89	16.42	1872	114
0.40	6	249	histidine	"periodontitis"	14.89	16.42	1872	114
0.40	6	249	histidine	"pulmonary disease, chronic obstructive"	14.89	16.42	1872	114
0.40	6	249	histidine	"uveitis"	14.89	16.42	1872	114
0.40	6	267	selegiline	"attention deficit disorder with hyperactivity"	14.86	22.81	479	21
0.40	6	268	diazoxide	"hyperaldosteronism"	14.89	21.91	767	35
0.40	6	306	oxybutynin	"urinary retention"	14.92	28.67	688	24
0.40	6	347	sibutramine	"coronary disease"	15.00	30.44	487	16
0.40	6	347	sibutramine	"metabolic syndrome x"	15.00	30.44	487	16
0.40	6	433	lansoprazole	"nephritis"	15.04	30.67	828	27
0.40	6	446	digoxin	"alcoholism"	14.96	24.29	1943	80
0.40	6	446	digoxin	"lupus erythematosus, systemic"	14.96	24.29	1943	80
0.40	6	446	digoxin	"sleep disorders"	14.96	24.29	1943	80
0.40	6	482	granisetron	"carcinoma, non-small-cell lung"	15.00	37.47	637	17
0.40	6	482	granisetron	"irritable bowel syndrome"	15.00	37.47	637	17
0.40	6	613	amiodarone	"asthma"	15.15	27.40	1973	72
0.40	6	613	amiodarone	"erythema"	15.15	27.40	1973	72
0.40	6	70	benzbromarone	"hypertension"	15.17	15.17	91	6
0.40	6	81	benidipine	"diabetes mellitus, type 2"	15.00	15.00	210	14
0.40	6	85	imipenem	"conjunctival diseases"	14.84	14.84	727	49
0.40	6	85	imipenem	"vasculitis"	14.84	14.84	727	49
0.40	6	88	enflurane	"muscular dystrophies"	15.15	15.15	394	26
0.40	6	91	oxytocin	"acquired immunodeficiency syndrome"	14.82	14.82	904	61
0.40	6	91	oxytocin	"amenorrhea"	14.82	14.82	904	61
0.40	6	91	oxytocin	"liver cirrhosis"	14.82	14.82	904	61
0.40	6	91	oxytocin	"nephritis"	14.82	14.82	904	61
0.40	7	115	thrombomodulin	"anemia, sickle cell"	17.70	18.12	1214	67
0.40	7	115	thrombomodulin	"crohn disease"	17.70	18.12	1214	67
0.40	7	115	thrombomodulin	"granuloma"	17.70	18.12	1214	67
0.40	7	115	thrombomodulin	"intraoperative complications"	17.70	18.12	1214	67
0.40	7	115	thrombomodulin	"metabolic syndrome x"	17.70	18.12	1214	67
0.40	7	1215	carboplatin	"myocardial ischemia"	17.36	45.66	2009	44
0.40	7	1215	carboplatin	"pulmonary fibrosis"	17.36	45.66	2009	44
0.40	7	161	carbachol	"alcoholism"	17.33	18.28	1170	64
0.40	7	161	carbachol	"parkinson disease"	17.33	18.28	1170	64
0.40	7	1945	theophylline	"colitis, ulcerative"	17.45	42.25	3507	83
0.40	7	1945	theophylline	"dermatitis, atopic"	17.45	42.25	3507	83
0.40	7	1945	theophylline	"diabetic angiopathies"	17.45	42.25	3507	83
0.40	7	2050	ganciclovir	"urination disorders"	17.60	50.57	3287	65
0.40	7	2326	clopidogrel	"lupus erythematosus, systemic"	17.65	102.20	5212	51
0.40	7	2326	clopidogrel	"migraine disorders"	17.65	102.20	5212	51
0.40	7	289	fenfluramine	"parkinson disease"	17.49	22.94	803	35
0.40	7	289	fenfluramine	"sleep disorders"	17.49	22.94	803	35
0.40	7	289	fenfluramine	"vomiting"	17.49	22.94	803	35
0.40	7	550	pravastatin	"nephritis"	17.72	36.70	1688	46
0.40	7	550	pravastatin	"osteoporosis"	17.72	36.70	1688	46
0.40	7	554	melphalan	"myocardial ischemia"	17.51	40.51	2066	51
0.40	7	554	melphalan	"thalassemia"	17.51	40.51	2066	51
0.40	7	57	lidoflazine	"cardiomyopathies"	17.71	17.71	124	7
0.40	7	628	simvastatin	"dermatomyositis"	17.61	34.61	2492	72
0.40	7	628	simvastatin	"lupus erythematosus, systemic"	17.61	34.61	2492	72
0.40	7	628	simvastatin	"sexual dysfunction, physiological"	17.61	34.61	2492	72
0.40	7	678	sulfamethoxazole	"acne vulgaris"	17.33	26.66	2026	76
0.40	7	678	sulfamethoxazole	"facial dermatoses"	17.33	26.66	2026	76
0.40	7	678	sulfamethoxazole	"pulmonary disease, chronic obstructive"	17.33	26.66	2026	76
0.40	7	678	sulfamethoxazole	"respiratory distress syndrome, adult"	17.33	26.66	2026	76
0.40	7	776	topiramate	"trigeminal neuralgia"	17.38	34.50	1656	48
0.40	8	187	sevoflurane	"arteriosclerosis"	19.87	25.33	1393	55
0.40	8	187	sevoflurane	"renal insufficiency, chronic"	19.87	25.33	1393	55
0.40	8	2421	metformin	"leukemia"	20.03	65.90	4020	61
0.40	8	2421	metformin	"lymphoma"	20.03	65.90	4020	61
0.40	8	291	alemtuzumab	"nephritis"	19.90	26.68	827	31
0.40	8	517	allopurinol	"alcoholism"	19.92	26.34	2186	83
0.40	8	60	mibefradil	"cardiomyopathies"	19.88	19.88	159	8
0.40	8	6756	amphotericin	"arteritis"	19.96	105.81	10369	98
0.40	8	6756	amphotericin	"osteoarthritis"	19.96	105.81	10369	98
0.40	8	6756	amphotericin	"periodontitis"	19.96	105.81	10369	98
0.40	8	75	polythiazide	"liver cirrhosis"	20.20	20.20	101	5
0.40	8	779	furosemide	"pulmonary disease, chronic obstructive"	19.84	31.11	2769	89
0.40	8	779	furosemide	"pulmonary heart disease"	19.84	31.11	2769	89
0.40	9	137	alfuzosin	"hypertension"	22.73	26.09	287	11
0.40	9	176	nisoldipine	"urination disorders"	22.32	27.95	531	19
0.40	9	2086	propranolol	"celiac disease"	22.23	73.20	8857	121
0.40	9	2395	morphine	"crohn disease"	22.24	52.73	6327	120
0.40	9	2395	morphine	"diabetes insipidus"	22.24	52.73	6327	120
0.40	9	2395	morphine	"diabetes mellitus, type 2"	22.24	52.73	6327	120
0.40	9	2395	morphine	"multiple sclerosis"	22.24	52.73	6327	120
0.40	9	2395	morphine	"neuralgia, postherpetic"	22.24	52.73	6327	120
0.40	9	2395	morphine	"pulmonary disease, chronic obstructive"	22.24	52.73	6327	120
0.40	9	359	somatostatin	"macular degeneration"	22.66	31.97	3709	116
0.40	9	359	somatostatin	"muscular dystrophies"	22.66	31.97	3709	116
0.40	9	359	somatostatin	"polycystic kidney diseases"	22.66	31.97	3709	116
0.40	9	605	atropine	"cystitis"	22.26	36.78	3825	104
0.40	9	605	atropine	"hyperhidrosis"	22.26	36.78	3825	104
0.41	10	1264	vasopressin	"carcinoma, non-small-cell lung"	24.11	48.74	5264	108
0.41	10	1264	vasopressin	"lymphoma"	24.11	48.74	5264	108
0.41	10	190	epirubicin	"amenorrhea"	24.46	28.73	747	26
0.41	10	190	epirubicin	"menstruation disturbances"	24.46	28.73	747	26
0.41	10	2078	haloperidol	"coronary disease"	24.51	84.17	5808	69
